,output_testInput,output_MR,MR_checker
16513,-77,-231,Violated
16514,-11,-33,Not-violated
16515,-23,-69,Violated
16516,43,129,Not-violated
16517,-66,-198,Violated
16518,-47,-141,Violated
16519,4,12,Violated
16520,-32,-96,Violated
16521,-22,-66,Violated
16522,-37,-111,Violated
16523,2,6,Violated
16524,-68,-204,Not-violated
16525,-12,-36,Not-violated
16526,-50,-150,Violated
16527,0,0,Violated
16528,-7,-21,Not-violated
16529,-22,-66,Violated
16530,-40,-120,Not-violated
16531,11,33,Violated
16532,0,0,Not-violated
16533,-9,-27,Violated
16534,-40,-120,Violated
16535,24,72,Violated
16536,-6,-18,Not-violated
16537,22,66,Violated
16538,0,0,Not-violated
16539,8,24,Violated
16540,-8,-24,Violated
16541,-36,-108,Violated
16542,13,39,Not-violated
16543,61,183,Not-violated
16544,-14,-42,Violated
16545,50,150,Violated
16546,-28,-84,Not-violated
16547,-23,-69,Not-violated
16548,2,6,Violated
16549,19,57,Not-violated
16550,33,99,Not-violated
16551,-61,-183,Not-violated
16552,25,75,Not-violated
16553,-22,-66,Not-violated
16554,-8,-24,Violated
16555,82,246,Not-violated
16556,-7,-21,Violated
16557,31,93,Not-violated
16558,34,102,Not-violated
16559,-40,-120,Not-violated
16560,70,210,Not-violated
16561,52,156,Not-violated
16562,10,30,Violated
16563,21,63,Not-violated
16564,-16,-48,Violated
16565,-44,-132,Violated
16566,9,27,Not-violated
16567,66,198,Not-violated
16568,-25,-75,Not-violated
16569,-54,-162,Violated
16570,-62,-186,Violated
16571,-27,-81,Violated
16572,34,102,Not-violated
16573,42,126,Not-violated
16574,53,159,Violated
16575,-28,-84,Violated
16576,-20,-60,Violated
16577,-11,-33,Violated
16578,-10,-30,Violated
16579,33,99,Not-violated
16580,-15,-45,Not-violated
16581,23,69,Not-violated
16582,37,111,Not-violated
16583,32,96,Not-violated
16584,-9,-27,Not-violated
16585,8,24,Not-violated
16586,-36,-108,Not-violated
16587,-12,-36,Not-violated
16588,-14,-42,Not-violated
16589,-67,-201,Violated
16590,13,39,Violated
16591,15,45,Not-violated
16592,-31,-93,Violated
16593,-51,-153,Violated
16594,-22,-66,Violated
16595,32,96,Not-violated
16596,88,264,Not-violated
16597,-4,-12,Violated
16598,2,6,Violated
16599,3,9,Violated
16600,-13,-39,Violated
16601,-36,-108,Violated
16602,-43,-129,Not-violated
16603,12,36,Violated
16604,28,84,Violated
16605,47,141,Violated
16606,20,60,Not-violated
16607,19,57,Not-violated
16608,18,54,Violated
16609,33,99,Not-violated
16610,-18,-54,Violated
16611,42,126,Violated
16612,-28,-84,Violated
16613,45,135,Not-violated
16614,-3,-9,Violated
16615,92,276,Not-violated
16616,65,195,Violated
16617,-54,-162,Violated
16618,37,111,Not-violated
16619,14,42,Violated
16620,7,21,Violated
16621,-6,-18,Not-violated
16622,-35,-105,Violated
16623,-6,-18,Violated
16624,-14,-42,Violated
16625,-55,-165,Violated
16626,-37,-111,Violated
16627,40,120,Not-violated
16628,21,63,Not-violated
16629,-17,-51,Violated
16630,-23,-69,Violated
16631,-1,-3,Violated
16632,17,51,Not-violated
16633,47,141,Not-violated
16634,2,6,Not-violated
16635,19,57,Not-violated
16636,17,51,Violated
16637,-14,-42,Not-violated
16638,62,186,Violated
16639,46,138,Not-violated
16640,1,3,Not-violated
16641,-44,-132,Violated
16642,-50,-150,Not-violated
16643,-9,-27,Violated
16644,-35,-105,Not-violated
16645,-39,-117,Not-violated
16646,-41,-123,Not-violated
16647,-69,-207,Violated
16648,7,21,Violated
16649,24,72,Not-violated
16650,-135,-405,Violated
16651,15,45,Violated
16652,21,63,Not-violated
16653,-13,-39,Violated
16654,-9,-27,Not-violated
16655,32,96,Violated
16656,-56,-168,Not-violated
16657,47,141,Violated
16658,16,48,Not-violated
16659,1,3,Not-violated
16660,-71,-213,Violated
16661,-5,-15,Not-violated
16662,-10,-30,Violated
16663,3,9,Not-violated
16664,-35,-105,Violated
16665,-62,-186,Violated
16666,9,27,Violated
16667,-23,-69,Violated
16668,32,96,Not-violated
16669,-39,-117,Violated
16670,-20,-60,Not-violated
16671,-14,-42,Not-violated
16672,11,33,Violated
16673,32,96,Violated
16674,-5,-15,Violated
16675,18,54,Violated
16676,26,78,Not-violated
16677,-27,-81,Violated
16678,-8,-24,Not-violated
16679,-26,-78,Not-violated
16680,-11,-33,Violated
16681,13,39,Not-violated
16682,-60,-180,Violated
16683,-8,-24,Not-violated
16684,40,120,Violated
16685,7,21,Violated
16686,5,15,Not-violated
16687,-46,-138,Not-violated
16688,-21,-63,Violated
16689,14,42,Violated
16690,-59,-177,Not-violated
16691,-67,-201,Violated
16692,28,84,Violated
16693,-49,-147,Violated
16694,15,45,Not-violated
16695,-21,-63,Not-violated
16696,12,36,Violated
16697,45,135,Not-violated
16698,8,24,Not-violated
16699,-52,-156,Not-violated
16700,-17,-51,Not-violated
16701,-10,-30,Violated
16702,-29,-87,Not-violated
16703,46,138,Not-violated
16704,20,60,Violated
16705,9,27,Not-violated
16706,81,243,Violated
16707,-11,-33,Not-violated
16708,-29,-87,Not-violated
16709,35,105,Not-violated
16710,20,60,Violated
16711,23,69,Violated
16712,-24,-72,Violated
16713,15,45,Not-violated
16714,-1,-3,Not-violated
16715,-15,-45,Violated
16716,-31,-93,Not-violated
16717,61,183,Not-violated
16718,33,99,Not-violated
16719,16,48,Violated
16720,17,51,Not-violated
16721,-20,-60,Violated
16722,34,102,Not-violated
16723,-2,-6,Not-violated
16724,-31,-93,Violated
16725,20,60,Not-violated
16726,-50,-150,Violated
16727,25,75,Not-violated
16728,-60,-180,Violated
16729,44,132,Not-violated
16730,-3,-9,Violated
16731,78,234,Not-violated
16732,-16,-48,Not-violated
16733,-31,-93,Violated
16734,17,51,Violated
16735,30,90,Not-violated
16736,3,9,Not-violated
16737,0,0,Not-violated
16738,39,117,Violated
16739,-29,-87,Violated
16740,7,21,Violated
16741,-23,-69,Violated
16742,-4,-12,Violated
16743,-35,-105,Not-violated
16744,62,186,Not-violated
16745,-29,-87,Violated
16746,19,57,Not-violated
16747,41,123,Violated
16748,14,42,Not-violated
16749,-28,-84,Violated
16750,-83,-249,Violated
16751,-15,-45,Violated
16752,-79,-237,Violated
16753,43,129,Not-violated
16754,43,129,Not-violated
16755,-14,-42,Violated
16756,-5,-15,Not-violated
16757,-19,-57,Violated
16758,17,51,Not-violated
16759,76,228,Not-violated
16760,20,60,Not-violated
16761,12,36,Not-violated
16762,-22,-66,Violated
16763,-9,-27,Violated
16764,38,114,Not-violated
16765,6,18,Not-violated
16766,-10,-30,Not-violated
16767,-16,-48,Violated
16768,-16,-48,Violated
16769,11,33,Not-violated
16770,-9,-27,Violated
16771,-26,-78,Violated
16772,5,15,Violated
16773,6,18,Not-violated
16774,34,102,Violated
16775,-9,-27,Violated
16776,42,126,Violated
16777,11,33,Not-violated
16778,-30,-90,Violated
16779,74,222,Not-violated
16780,-20,-60,Not-violated
16781,-19,-57,Violated
16782,24,72,Not-violated
16783,10,30,Violated
16784,-8,-24,Violated
16785,-1,-3,Violated
16786,13,39,Not-violated
16787,-36,-108,Not-violated
16788,-2,-6,Not-violated
16789,36,108,Violated
16790,34,102,Violated
16791,0,0,Violated
16792,-22,-66,Not-violated
16793,8,24,Violated
16794,13,39,Violated
16795,-29,-87,Not-violated
16796,-21,-63,Violated
16797,-63,-189,Violated
16798,-7,-21,Violated
16799,31,93,Not-violated
16800,46,138,Not-violated
16801,-2,-6,Violated
16802,13,39,Violated
16803,23,69,Not-violated
16804,26,78,Not-violated
16805,-73,-219,Violated
16806,38,114,Not-violated
16807,45,135,Not-violated
16808,21,63,Violated
16809,7,21,Violated
16810,-33,-99,Violated
16811,-65,-195,Violated
16812,-3,-9,Not-violated
16813,14,42,Not-violated
16814,-64,-192,Violated
16815,7,21,Not-violated
16816,-39,-117,Not-violated
16817,-8,-24,Not-violated
16818,27,81,Not-violated
16819,0,0,Not-violated
16820,22,66,Violated
16821,-37,-111,Not-violated
16822,-20,-60,Violated
16823,3,9,Violated
16824,-18,-54,Not-violated
16825,8,24,Violated
16826,9,27,Not-violated
16827,10,30,Not-violated
16828,9,27,Not-violated
16829,14,42,Violated
16830,-4,-12,Violated
16831,4,12,Not-violated
16832,4,12,Not-violated
16833,-6,-18,Not-violated
16834,35,105,Violated
16835,-28,-84,Violated
16836,-48,-144,Violated
16837,37,111,Violated
16838,-19,-57,Not-violated
16839,26,78,Not-violated
16840,-38,-114,Violated
16841,81,243,Not-violated
16842,57,171,Not-violated
16843,36,108,Violated
16844,-5,-15,Violated
16845,-17,-51,Not-violated
16846,-13,-39,Violated
16847,-38,-114,Violated
16848,-13,-39,Violated
16849,15,45,Not-violated
16850,36,108,Not-violated
16851,-40,-120,Violated
16852,-46,-138,Violated
16853,0,0,Violated
16854,5,15,Violated
16855,-2,-6,Violated
16856,-10,-30,Violated
16857,26,78,Violated
16858,20,60,Violated
16859,-12,-36,Not-violated
16860,-9,-27,Not-violated
16861,-7,-21,Not-violated
16862,24,72,Not-violated
16863,-23,-69,Not-violated
16864,-10,-30,Violated
16865,40,120,Not-violated
16866,8,24,Violated
16867,34,102,Not-violated
16868,18,54,Not-violated
16869,40,120,Not-violated
16870,-16,-48,Violated
16871,0,0,Not-violated
16872,-1,-3,Not-violated
16873,53,159,Not-violated
16874,-13,-39,Not-violated
16875,17,51,Not-violated
16876,-32,-96,Violated
16877,14,42,Not-violated
16878,-22,-66,Not-violated
16879,-46,-138,Violated
16880,-25,-75,Not-violated
16881,-24,-72,Not-violated
16882,-19,-57,Not-violated
16883,-2,-6,Not-violated
16884,4,12,Not-violated
16885,61,183,Not-violated
16886,-1,-3,Not-violated
16887,-43,-129,Violated
16888,-46,-138,Violated
16889,-25,-75,Violated
16890,-36,-108,Not-violated
16891,20,60,Not-violated
16892,-19,-57,Violated
16893,-31,-93,Violated
16894,-16,-48,Not-violated
16895,-11,-33,Not-violated
16896,-5,-15,Not-violated
16897,26,78,Violated
16898,40,120,Violated
16899,-14,-42,Not-violated
16900,-76,-228,Violated
16901,-61,-183,Violated
16902,-13,-39,Violated
16903,34,102,Violated
16904,-65,-195,Not-violated
16905,-19,-57,Violated
16906,-13,-39,Violated
16907,35,105,Not-violated
16908,-39,-117,Not-violated
16909,36,108,Not-violated
16910,-22,-66,Not-violated
16911,10,30,Not-violated
16912,-5,-15,Not-violated
16913,42,126,Not-violated
16914,-23,-69,Violated
16915,-6,-18,Violated
16916,10,30,Not-violated
16917,11,33,Not-violated
16918,15,45,Not-violated
16919,16,48,Violated
16920,-24,-72,Not-violated
16921,-7,-21,Violated
16922,-5,-15,Not-violated
16923,20,60,Violated
16924,-60,-180,Not-violated
16925,-43,-129,Violated
16926,-7,-21,Not-violated
16927,-43,-129,Violated
16928,-13,-39,Violated
16929,16,48,Violated
16930,-9,-27,Violated
16931,-9,-27,Violated
16932,55,165,Not-violated
16933,-58,-174,Not-violated
16934,21,63,Not-violated
16935,96,288,Violated
16936,-33,-99,Violated
16937,-30,-90,Violated
16938,62,186,Violated
16939,13,39,Not-violated
16940,-13,-39,Violated
16941,-39,-117,Not-violated
16942,2,6,Violated
16943,-15,-45,Not-violated
16944,-8,-24,Violated
16945,13,39,Not-violated
16946,4,12,Not-violated
16947,-5,-15,Violated
16948,13,39,Not-violated
16949,-18,-54,Violated
16950,33,99,Not-violated
16951,-26,-78,Not-violated
16952,57,171,Violated
16953,-29,-87,Violated
16954,-70,-210,Not-violated
16955,-18,-54,Not-violated
16956,-12,-36,Not-violated
16957,-20,-60,Not-violated
16958,-31,-93,Violated
16959,13,39,Not-violated
16960,11,33,Violated
16961,16,48,Not-violated
16962,-6,-18,Not-violated
16963,-35,-105,Violated
16964,-47,-141,Not-violated
16965,-5,-15,Not-violated
16966,-63,-189,Violated
16967,11,33,Violated
16968,-10,-30,Not-violated
16969,30,90,Not-violated
16970,9,27,Violated
16971,-27,-81,Violated
16972,10,30,Not-violated
16973,-47,-141,Not-violated
16974,33,99,Not-violated
16975,57,171,Not-violated
16976,-24,-72,Violated
16977,-30,-90,Violated
16978,-38,-114,Violated
16979,22,66,Not-violated
16980,75,225,Not-violated
16981,-27,-81,Not-violated
16982,-15,-45,Violated
16983,-2,-6,Not-violated
16984,-41,-123,Violated
16985,74,222,Not-violated
16986,-6,-18,Not-violated
16987,4,12,Violated
16988,39,117,Violated
16989,20,60,Violated
16990,18,54,Not-violated
16991,19,57,Not-violated
16992,27,81,Not-violated
16993,13,39,Violated
16994,-23,-69,Violated
16995,-60,-180,Violated
16996,29,87,Not-violated
16997,7,21,Violated
16998,40,120,Violated
16999,14,42,Not-violated
17000,-5,-15,Violated
17001,-3,-9,Not-violated
17002,32,96,Not-violated
17003,-35,-105,Not-violated
17004,-25,-75,Violated
17005,-25,-75,Not-violated
17006,17,51,Violated
17007,-28,-84,Violated
17008,1,3,Not-violated
17009,4,12,Not-violated
17010,48,144,Not-violated
17011,-29,-87,Violated
17012,-8,-24,Violated
17013,-37,-111,Not-violated
17014,19,57,Not-violated
17015,-7,-21,Violated
17016,-28,-84,Violated
17017,55,165,Not-violated
17018,41,123,Violated
17019,-4,-12,Not-violated
17020,70,210,Not-violated
17021,-29,-87,Not-violated
17022,-30,-90,Violated
17023,28,84,Not-violated
17024,-11,-33,Violated
17025,42,126,Violated
17026,5,15,Violated
17027,3,9,Violated
17028,-13,-39,Violated
17029,-64,-192,Not-violated
17030,-31,-93,Violated
17031,-62,-186,Violated
17032,1,3,Not-violated
17033,-63,-189,Violated
17034,-15,-45,Not-violated
17035,-5,-15,Violated
17036,-63,-189,Violated
17037,-3,-9,Violated
17038,1,3,Violated
17039,-20,-60,Not-violated
17040,11,33,Violated
17041,-10,-30,Not-violated
17042,31,93,Not-violated
17043,-1,-3,Violated
17044,-4,-12,Not-violated
17045,-47,-141,Violated
17046,-14,-42,Violated
17047,-25,-75,Violated
17048,23,69,Not-violated
17049,1,3,Not-violated
17050,32,96,Violated
17051,51,153,Not-violated
17052,-24,-72,Violated
17053,-27,-81,Not-violated
17054,24,72,Not-violated
17055,-48,-144,Not-violated
17056,-13,-39,Not-violated
17057,-6,-18,Not-violated
17058,17,51,Violated
17059,17,51,Not-violated
17060,-17,-51,Not-violated
17061,-72,-216,Violated
17062,26,78,Not-violated
17063,-1,-3,Not-violated
17064,4,12,Not-violated
17065,-9,-27,Not-violated
17066,0,0,Violated
17067,-5,-15,Not-violated
17068,-36,-108,Violated
17069,78,234,Not-violated
17070,-53,-159,Violated
17071,2,6,Not-violated
17072,-26,-78,Violated
17073,-3,-9,Not-violated
17074,-12,-36,Not-violated
17075,-58,-174,Violated
17076,-22,-66,Not-violated
17077,-1,-3,Not-violated
17078,28,84,Violated
17079,21,63,Violated
17080,-1,-3,Violated
17081,-71,-213,Violated
17082,-7,-21,Violated
17083,5,15,Not-violated
17084,-41,-123,Violated
17085,3,9,Violated
17086,29,87,Not-violated
17087,-47,-141,Not-violated
17088,-1,-3,Violated
17089,7,21,Violated
17090,83,249,Not-violated
17091,-28,-84,Violated
17092,-49,-147,Violated
17093,-16,-48,Not-violated
17094,-14,-42,Violated
17095,-5,-15,Violated
17096,63,189,Not-violated
17097,3,9,Not-violated
17098,-16,-48,Not-violated
17099,-2,-6,Violated
17100,8,24,Violated
17101,-2,-6,Violated
17102,-30,-90,Not-violated
17103,-33,-99,Not-violated
17104,45,135,Not-violated
17105,-69,-207,Violated
17106,-21,-63,Not-violated
17107,49,147,Not-violated
17108,-85,-255,Violated
17109,42,126,Not-violated
17110,-35,-105,Violated
17111,60,180,Not-violated
17112,18,54,Not-violated
17113,20,60,Violated
17114,3,9,Not-violated
17115,-17,-51,Not-violated
17116,43,129,Not-violated
17117,-18,-54,Not-violated
17118,-19,-57,Not-violated
17119,-42,-126,Not-violated
17120,7,21,Not-violated
17121,-1,-3,Not-violated
17122,-20,-60,Violated
17123,-4,-12,Not-violated
17124,54,162,Not-violated
17125,0,0,Not-violated
17126,-63,-189,Violated
17127,0,0,Not-violated
17128,4,12,Violated
17129,-23,-69,Violated
17130,57,171,Not-violated
17131,-1,-3,Violated
17132,4,12,Not-violated
17133,-4,-12,Not-violated
17134,-20,-60,Violated
17135,-17,-51,Violated
17136,19,57,Not-violated
17137,12,36,Not-violated
17138,32,96,Not-violated
17139,48,144,Not-violated
17140,-15,-45,Violated
17141,-33,-99,Violated
17142,-1,-3,Not-violated
17143,-54,-162,Not-violated
17144,22,66,Violated
17145,-43,-129,Violated
17146,55,165,Violated
17147,-33,-99,Violated
17148,-13,-39,Violated
17149,-10,-30,Not-violated
17150,0,0,Violated
17151,8,24,Not-violated
17152,-1,-3,Not-violated
17153,-56,-168,Violated
17154,-11,-33,Violated
17155,6,18,Not-violated
17156,-8,-24,Violated
17157,53,159,Not-violated
17158,48,144,Violated
17159,-54,-162,Violated
17160,-7,-21,Violated
17161,42,126,Not-violated
17162,18,54,Not-violated
17163,13,39,Not-violated
17164,51,153,Not-violated
17165,6,18,Violated
17166,48,144,Not-violated
17167,49,147,Violated
17168,-44,-132,Not-violated
17169,-19,-57,Violated
17170,-16,-48,Not-violated
17171,2,6,Not-violated
17172,-20,-60,Violated
17173,-50,-150,Violated
17174,11,33,Not-violated
17175,11,33,Not-violated
17176,8,24,Not-violated
17177,-1,-3,Violated
17178,30,90,Not-violated
17179,13,39,Violated
17180,-17,-51,Not-violated
17181,-23,-69,Violated
17182,-9,-27,Violated
17183,-47,-141,Violated
17184,-58,-174,Violated
17185,15,45,Not-violated
17186,-44,-132,Not-violated
17187,43,129,Not-violated
17188,-86,-258,Violated
17189,-5,-15,Not-violated
17190,16,48,Not-violated
17191,-5,-15,Not-violated
17192,-105,-315,Violated
17193,-4,-12,Violated
17194,5,15,Violated
17195,-41,-123,Violated
17196,-4,-12,Not-violated
17197,-65,-195,Violated
17198,12,36,Not-violated
17199,15,45,Violated
17200,36,108,Not-violated
17201,30,90,Violated
17202,-10,-30,Violated
17203,-27,-81,Not-violated
17204,2,6,Not-violated
17205,4,12,Not-violated
17206,15,45,Not-violated
17207,57,171,Not-violated
17208,-11,-33,Violated
17209,46,138,Not-violated
17210,-20,-60,Violated
17211,13,39,Not-violated
17212,-9,-27,Violated
17213,-8,-24,Not-violated
17214,-27,-81,Not-violated
17215,28,84,Not-violated
17216,6,18,Not-violated
17217,38,114,Not-violated
17218,44,132,Not-violated
17219,-54,-162,Violated
17220,-29,-87,Violated
17221,-18,-54,Violated
17222,-17,-51,Not-violated
17223,-18,-54,Not-violated
17224,56,168,Not-violated
17225,-36,-108,Violated
17226,-5,-15,Not-violated
17227,-35,-105,Not-violated
17228,-36,-108,Not-violated
17229,36,108,Not-violated
17230,-23,-69,Violated
17231,42,126,Not-violated
17232,-46,-138,Violated
17233,26,78,Not-violated
17234,3,9,Violated
17235,-37,-111,Violated
17236,21,63,Not-violated
17237,-57,-171,Violated
17238,5,15,Violated
17239,47,141,Not-violated
17240,25,75,Not-violated
17241,-18,-54,Not-violated
17242,8,24,Not-violated
17243,-11,-33,Not-violated
17244,11,33,Not-violated
17245,-101,-303,Violated
17246,-23,-69,Not-violated
17247,10,30,Not-violated
17248,-80,-240,Violated
17249,-15,-45,Violated
17250,-47,-141,Violated
17251,-42,-126,Violated
17252,-5,-15,Not-violated
17253,-14,-42,Violated
17254,27,81,Violated
17255,12,36,Not-violated
17256,-12,-36,Violated
17257,0,0,Not-violated
17258,-30,-90,Violated
17259,8,24,Not-violated
17260,11,33,Not-violated
17261,17,51,Not-violated
17262,0,0,Violated
17263,41,123,Not-violated
17264,-19,-57,Violated
17265,-28,-84,Not-violated
17266,1,3,Not-violated
17267,7,21,Not-violated
17268,19,57,Not-violated
17269,8,24,Violated
17270,-26,-78,Violated
17271,25,75,Violated
17272,-6,-18,Not-violated
17273,-25,-75,Not-violated
17274,9,27,Violated
17275,28,84,Violated
17276,-7,-21,Violated
17277,-41,-123,Not-violated
17278,20,60,Not-violated
17279,13,39,Violated
17280,62,186,Violated
17281,-29,-87,Violated
17282,40,120,Violated
17283,24,72,Not-violated
17284,-16,-48,Violated
17285,-7,-21,Violated
17286,-16,-48,Violated
17287,-69,-207,Violated
17288,15,45,Violated
17289,74,222,Not-violated
17290,32,96,Not-violated
17291,-8,-24,Not-violated
17292,22,66,Not-violated
17293,4,12,Not-violated
17294,41,123,Not-violated
17295,20,60,Not-violated
17296,-66,-198,Violated
17297,15,45,Violated
17298,-3,-9,Violated
17299,18,54,Not-violated
17300,-10,-30,Violated
17301,30,90,Not-violated
17302,42,126,Not-violated
17303,-36,-108,Violated
17304,-2,-6,Not-violated
17305,21,63,Not-violated
17306,-30,-90,Violated
17307,34,102,Not-violated
17308,-36,-108,Violated
17309,-25,-75,Not-violated
17310,50,150,Not-violated
17311,-5,-15,Violated
